text_2.started,text_countdown.started,text_3.started,text_2.stopped,text_countdown.stopped,text_3.stopped,text.started,participant,session,date,expName,psychopyVersion,frameRate,
10.799836700003652,20.789271100002225,20.789271100002225,20.802440400002524,30.80309760000091,30.80309760000091,30.80309760000091,,,,,,,
